ID,Customer Name,Customer Type,Customer Group,Territory,Email Id,Billing Currency,Customer Primary Address
CC - Univ of Massachusetts - Khushboo S.,CC - Univ of Massachusetts - Khushboo S.,Company,Commercial,United States,ksingh@umass.edu,USD,
CC - Univ of Minnesota - Anna Foster,CC - Univ of Minnesota - Anna Foster,Company,Commercial,United States,afoster@d.umn.edu,USD,
CC - Univ of Minnesota - Mary Crosson,CC - Univ of Minnesota - Mary Crosson,Company,Commercial,United States,cross025@umn.edu,USD,
CC - Univ of Minnesota - Megan Jensen,CC - Univ of Minnesota - Megan Jensen,Company,Commercial,United States,jens0749@umn.edu,USD,
CC - Univ of North Carolina - J Guertin,CC - Univ of North Carolina - J Guertin,Company,Commercial,United States,jguerti1@uncc.edu,USD,
CC - Univ of North Carolina - P Acharya,CC - Univ of North Carolina - P Acharya,Company,Commercial,United States,pachary@email.unc.edu,USD,
CC - Univ of North Carolina - Paul Hardy,CC - Univ of North Carolina - Paul Hardy,Company,Commercial,United States,brianhardy@unc.edu,USD,
CC - Univ of North Carolina - R McGinty,CC - Univ of North Carolina - R McGinty,Company,Commercial,United States,rmcginty@email.unc.edu,USD,
CC - Univ of Rochester - Karla Kurz,CC - Univ of Rochester - Karla Kurz,Company,Commercial,United States,karla_kurz@urmc.rochester.edu; rakesh_singh@urmc.rochester.edu,USD,
CC - Univ of South Carolina - L Kurnaz,CC - Univ of South Carolina - L Kurnaz,Company,Commercial,United States,LKURNAZ@email.sc.edu,USD,
CC - Univ of Tennessee - Patrice Shaw,CC - Univ of Tennessee - Patrice Shaw,Company,Commercial,United States,pshaw9@uthsc.edu,USD,
CC - Univ of Tennessee HSC- Angela C.,CC - Univ of Tennessee HSC- Angela C.,Company,Commercial,United States,acody@uthsc.edu,USD,
CC - Univ of Tennessee HSC- Marlon Hall,CC - Univ of Tennessee HSC- Marlon Hall,Company,Commercial,United States,mhall7@uthsc.edu,USD,
CC - Univ of Tennessee HSC- Vanessa C.,CC - Univ of Tennessee HSC- Vanessa C.,Company,Commercial,United States,vcunnin1@uthsc.edu,USD,
CC - Univ of Tennessee HSC - Brea Patton,CC - Univ of Tennessee HSC - Brea Patton,Company,Commercial,United States,bpatto11@uthsc.edu,USD,
CC - Univ. of North Carolina- Kevin F.,CC - Univ. of North Carolina- Kevin F.,Company,Commercial,United States,kevinf@unc.edu,USD,
CC - University at Albany- Lynne Graham,CC - University at Albany- Lynne Graham,Company,Commercial,United States,lgraham@albany.edu,USD,
CC - University of Connecticut,CC - University of Connecticut,Company,Commercial,United States,Nikole.Ruddy@uconn.edu,USD,
CC - University of Kentucky,CC - University of Kentucky,Company,Commercial,United States,cbo@uky.edu,USD,
CC - University of Kentucky - W Poteet,CC - University of Kentucky - W Poteet,Company,Commercial,United States,chip.poteet@uky.edu,USD,
CC - University of Missouri- Josh Cooper,CC - University of Missouri- Josh Cooper,Company,Commercial,United States,muaschemstores@missouri.edu,USD,
CC - University of Montana - Dong Wang,CC - University of Montana - Dong Wang,Company,Commercial,United States,dong1.wang@umontana.edu,USD,
CC - University of Ottawa,CC - University of Ottawa,Company,Commercial,United States,science.store@uottawa.ca,USD,
CC - University of Saskatchewan,CC - University of Saskatchewan,Company,Commercial,United States,chemistry.stores@usask.ca,USD,
CC - University of the Sciences,CC - University of the Sciences,Company,Commercial,United States,centralstockroom@usciences.edu,USD,
CC - University of Toledo- Divya Andy,CC - University of Toledo- Divya Andy,Company,Commercial,United States,divya.andy@rockets.utoledo.edu,USD,
CC - University of Toledo - Shikha Kumar,CC - University of Toledo - Shikha Kumar,Company,Commercial,United States,Shikha.Kumari@utoledo.edu,USD,
CC - University of Toronto,CC - University of Toronto,Company,Commercial,United States,pardeelab@gmail.com,USD,
CC - University of Victoria,CC - University of Victoria,Company,Commercial,United States,kmwhite@uvic.ca,USD,
CC - Winsantor Inc,CC - Winsantor Inc,Company,Commercial,United States,ahansen@winsantor.com,USD,
CDN Isotopes Inc,CDN Isotopes Inc,Company,Commercial,United States,Izabela.Bratkowski@lgcgroup.com,USD,
Cedarlane Laboratories USA Inc,Cedarlane Laboratories USA Inc,Company,Commercial,United States,AP-USA@cedarlanelabs.com,USD,
"Cellarity, Inc.","Cellarity, Inc.",Company,Commercial,United States,apinvoices@cellarity.com,USD,
Cepheid,Cepheid,Company,Commercial,United States,rita.heathman@cepheid.com,USD,
Chaminade University,Chaminade University,Company,Commercial,United States,hilary.corcoran@chaminade.edu,USD,
Changkyung Innochem,Changkyung Innochem,Company,Commercial,United States,ckichem1@naver.com,USD,
Changzhou Hopschain Chemical Co.Ltd,Changzhou Hopschain Chemical Co.Ltd,Company,Commercial,United States,sales@hopschem.com,USD,
Chapman University,Chapman University,Company,Commercial,United States,AccountsPayable@chapman.edu,USD,
"CHEM-IS-TRY, Inc.","CHEM-IS-TRY, Inc.",Company,Commercial,United States,beth@chem-is-try.com,USD,
"Chem Service, Inc","Chem Service, Inc",Company,Commercial,United States, purchasing@chemservice.com,USD,
"ChemDiv, Inc.","ChemDiv, Inc.",Company,Commercial,United States,TS@chemdiv.com; vsatur@chemdiv.com,USD,
ChemoCentryx Inc,ChemoCentryx Inc,Company,Commercial,United States,accountspayable@chemocentryx.com,USD,
ChemoGenics BioPharma,ChemoGenics BioPharma,Company,Commercial,United States,francis@cgbiopharma.com,USD,
ChemQuest Limited,ChemQuest Limited,Company,Commercial,United States,accounts@chemquest.co.uk,USD,
Chemtronica AB,Chemtronica AB,Company,Commercial,United States,finance@chemtronica.se,USD,
Chemveda Life Sciences (I) Pvt Ltd,Chemveda Life Sciences (I) Pvt Ltd,Company,Commercial,United States,swetha.dullor@chemvedals.com,USD,
Chinoin Zrt,Chinoin Zrt,Company,Commercial,United States,HU_SBS_P2P@sanofi.com,USD,
"Chinook Therapeutics, Inc.","Chinook Therapeutics, Inc.",Company,Commercial,United States,invoices@ChinookTx.com,USD,
CHO Chem Mat. Chang Zhou CO.LTD,CHO Chem Mat. Chang Zhou CO.LTD,Company,Commercial,United States,purchase@chochem.cn,USD,
"Chuang Chin Chemical Co., Ltd.","Chuang Chin Chemical Co., Ltd.",Company,Commercial,United States,service@acros.com.tw,USD,
"Cidara Therapeutics, Inc","Cidara Therapeutics, Inc",Company,Commercial,United States,accountspayable@cidara.com,USD,
City of Hope,City of Hope,Company,Commercial,United States,erp-accounts-payable@coh.org,USD,
CNIO,CNIO,Company,Commercial,United States,gescon@cnio.es; compras@cnio.es,USD,
CNIO Almacen Madrid,CNIO Almacen Madrid,Company,Commercial,United States,gescon@cnio.es,USD,
"COI Pharmaceuticals, Inc.","COI Pharmaceuticals, Inc.",Company,Commercial,United States,lsutor@coipharma.com; apinvoices@coipharma.com,USD,
Cold Spring Harbor Laboratory,Cold Spring Harbor Laboratory,Company,Commercial,United States,konch@cshl.edu,USD,
Columbia Univ A Gulliver-Niles,Columbia Univ A Gulliver-Niles,Company,Commercial,United States,ag3262@columbia.edu,USD,
Columbia University,Columbia University,Company,Commercial,United States,chemorders@columbia.edu,USD,
Columbia University - Alison R.,Columbia University - Alison R.,Company,Commercial,United States,ar2230@columbia.edu,USD,
Columbia University - Freddy Pilar,Columbia University - Freddy Pilar,Company,Commercial,United States,fd2356@columbia.edu,USD,
Columbia University - Luigi Scotto,Columbia University - Luigi Scotto,Company,Commercial,United States,ls339@cumc.columbia.edu,USD,
Concordia College - Allison Koster,Concordia College - Allison Koster,Company,Commercial,United States,akoster@cord.edu,USD,
Constellation Pharmaceuticals,Constellation Pharmaceuticals,Company,Commercial,United States,orders@constellationpharma.com,USD,
Contact Pharmaceuticals Ltd Canada,Contact Pharmaceuticals Ltd Canada,Company,Commercial,United States,accountspayable@cplltd.com,USD,
Corden Pharma,Corden Pharma,Company,Commercial,United States,troy.dunlap@cordenpharma.com,USD,
"Corden Pharma Boulder, Inc.","Corden Pharma Boulder, Inc.",Company,Commercial,United States,AP_invoice@cordenpharma.com; Chris.Hauke@cordenpharma.com,USD,
Corden Pharma Colorado Inc,Corden Pharma Colorado Inc,Company,Commercial,United States,troy.dunlap@cordenpharma.com,USD,
Corden Pharma International GmbH,Corden Pharma International GmbH,Company,Commercial,United States,invoice-cordenpharma-international@icig-bs.com,USD,
Cornell University - A Cintora,Cornell University - A Cintora,Company,Commercial,United States,zl453@cornell.edu,USD,
Cornell University - A Eller,Cornell University - A Eller,Company,Commercial,United States,cbe-office@cornell.edu,USD,
Cornell University - M Letteer,Cornell University - M Letteer,Company,Commercial,United States,mal13@cornell.edu,USD,
CreaGen Inc.,CreaGen Inc.,Company,Commercial,United States,anny@creagenbio.com,USD,
CSIRO,CSIRO,Company,Commercial,United States,mike.devery@csiro.au,USD,
Curia Global Inc,Curia Global Inc,Company,Commercial,United States,Accounts.Payable@curiaglobal.com,USD,
Cytec Canada Inc,Cytec Canada Inc,Company,Commercial,United States,janice.graham@solvay.com,USD,
Dae Young Scientific Co.,Dae Young Scientific Co.,Company,Commercial,United States,kjs919@chol.com,USD,
"Daejung Chemicals & Metals Co.,Ltd.","Daejung Chemicals & Metals Co.,Ltd.",Company,Commercial,United States,sw135@daejung.kr,USD,
Dalhousie University,Dalhousie University,Company,Commercial,United States,cathy.ryan@dal.ca,USD,
Dalriada Therapeutics Inc.,Dalriada Therapeutics Inc.,Company,Commercial,United States,accounts@dalriadatx.com,USD,
Dalton Pharma Services,Dalton Pharma Services,Company,Commercial,United States,AP@dalton.com,USD,
Danish Technical University,Danish Technical University,Company,Commercial,United States,jajant@fotonik.dtu.dk,USD,
Dartmouth College - Glenn Micalizio,Dartmouth College - Glenn Micalizio,Company,Commercial,United States,Chinmay.Bhatt.GR@dartmouth.edu,USD,
Dartmouth College - M Akram,Dartmouth College - M Akram,Company,Commercial,United States,muhammad.a.akram@dartmouth.edu,USD,
Debiopharm Research & Mfg. SA,Debiopharm Research & Mfg. SA,Company,Commercial,United States,nadia.cavada@debiopharm.com; achats-rm@debiopharm.com,USD,
"Deciphera Pharmaceuticals, Inc","Deciphera Pharmaceuticals, Inc",Company,Commercial,United States,apinvoices@deciphera.com,USD,
Denali Therapeutics,Denali Therapeutics,Company,Commercial,United States,invoices@dnli.com,USD,
DePaul University- Shiloh Psujek,DePaul University- Shiloh Psujek,Company,Commercial,United States,chemistry@depaul.edu,USD,
Detect Inc,Detect Inc,Company,Commercial,United States,accountspayable@detect.com,USD,
DHHS/NIH/NCI- Clifford Lounsbury,DHHS/NIH/NCI- Clifford Lounsbury,Company,Commercial,United States,clifford.lounsbury@nih.gov,USD,
DiCE Molecules,DiCE Molecules,Company,Commercial,United States,accountspayable@dicemolecules.com,USD,
"Dinhaw Enterprise Co., Ltd","Dinhaw Enterprise Co., Ltd",Company,Commercial,United States,dinhaw@ms37.hinet.net,USD,
Discovery Molecules LLC,Discovery Molecules LLC,Company,Commercial,United States,sales@discoverymolecules.com,USD,
DreamK,DreamK,Company,Commercial,United States,kimbnb@hotmail.com,USD,
Drexel University,Drexel University,Company,Commercial,United States,chaiken.lab@gmail.com,USD,
Duke Uni. Medical Center - Elzbieta Krol,Duke Uni. Medical Center - Elzbieta Krol,Company,Commercial,United States,awa@duke.edu,USD,
Duke University,Duke University,Company,Commercial,United States,vendorinvoice@duke.edu,USD,
Duke University- Satish Chitneni,Duke University- Satish Chitneni,Company,Commercial,United States,satish.chitneni@duke.edu,USD,
Duke University - Xujun Zheng,Duke University - Xujun Zheng,Company,Commercial,United States,xujun.zheng@duke.edu,USD,
DuPont Electronic Materials,DuPont Electronic Materials,Company,Commercial,United States,edouard.niyonsaba@dupont.com,USD,
Eastern Virginia Medical School,Eastern Virginia Medical School,Company,Commercial,United States,apinvoices@evms.edu,USD,
Edgewise Therapeutics Inc. - CC,Edgewise Therapeutics Inc. - CC,Company,Commercial,United States,sschlachter@edgewisetx.com,USD,
Elkimia Inc,Elkimia Inc,Company,Commercial,United States,contact@elkimia.com,USD,
EMBL / Selbstverzoller,EMBL / Selbstverzoller,Company,Commercial,United States,purchase@embl.de; invoices@embl.de,USD,
EMD Millipore at MilliporeSigma,EMD Millipore at MilliporeSigma,Company,Commercial,United States,joby.eldo@milliporesigma.com,USD,
EMD Serono - Amanda Stayton,EMD Serono - Amanda Stayton,Company,Commercial,United States,amanda.stayton@external.emdserono.com,USD,
EMD Serono - Bruce Follows,EMD Serono - Bruce Follows,Company,Commercial,United States,bruce.follows@emdserono.com,USD,
EMD Serono - Christopher Jones,EMD Serono - Christopher Jones,Company,Commercial,United States,christopher.jones@emdserono.com,USD,
EMD Serono - James Cummings - CC,EMD Serono - James Cummings - CC,Company,Commercial,United States,james.cummings@emdserono.com,USD,
EMD Serono - Maria DiPoto,EMD Serono - Maria DiPoto,Company,Commercial,United States,maria.dipoto@emdserono.com,USD,
EMD Serono - Richard Caldwell - CC,EMD Serono - Richard Caldwell - CC,Company,Commercial,United States,richard.caldwell@emdserono.com,USD,
EMD SERONO - Yufang Xiao,EMD SERONO - Yufang Xiao,Company,Commercial,United States,yufang.xiao@emdserono.com,USD,
Emory University - Caitlin Shepard,Emory University - Caitlin Shepard,Company,Commercial,United States,cknowlt@emory.edu,USD,
Emory University - Claire Scott,Emory University - Claire Scott,Company,Commercial,United States,claire.scott@emory.edu,USD,
Engine Biosciences Inc,Engine Biosciences Inc,Company,Commercial,United States,labmanager@enginebio.com,USD,
Enliven Therapeutics,Enliven Therapeutics,Company,Commercial,United States,ap@enliventherapeutics.com,USD,
Enveda Biosciences,Enveda Biosciences,Company,Commercial,United States,marvin.yu@envedabio.com,USD,
EPFL-ISIC,EPFL-ISIC,Company,Commercial,United States,accounts.payable@epfl.ch,USD,
"Epolin, LLC","Epolin, LLC",Company,Commercial,United States,cpena@epolin.com,USD,
"Erasca, Inc.","Erasca, Inc.",Company,Commercial,United States,accounting@erasca.com,USD,
Escient Pharmaceuticals,Escient Pharmaceuticals,Company,Commercial,United States,ap@escientpharma.com,USD,
Esser-Kahn Lab- Yoseline,Esser-Kahn Lab- Yoseline,Company,Commercial,United States,yoseline@uchicago.edu,USD,
Eurofins CDMO Alphora Inc,Eurofins CDMO Alphora Inc,Company,Commercial,United States,APCanada@eurofins.com,USD,
Eurofins Villapharma Research SL,Eurofins Villapharma Research SL,Company,Commercial,United States,contabilidadspain@eurofins.com,USD,
Evotec (France) SAS,Evotec (France) SAS,Company,Commercial,United States,accounting-fr@evotec.com,USD,
Evotec (UK) Limited,Evotec (UK) Limited,Company,Commercial,United States,purchase-ledger@evotec.com,USD,
Evotec ID (Lyon) SAS,Evotec ID (Lyon) SAS,Company,Commercial,United States,accounting-ly@evotec.com,USD,
Exelixis Inc,Exelixis Inc,Company,Commercial,United States,invoices@exelixis.com,USD,
"Exemplify BioPharma, Inc","Exemplify BioPharma, Inc",Company,Commercial,United States,Noam.Saper@exemplifybiopharma.com,USD,
Expansion Therapeutics,Expansion Therapeutics,Company,Commercial,United States,accountspayable@expansionrx.com,USD,
ExxonMobil Research and Engineering,ExxonMobil Research and Engineering,Company,Commercial,United States,sean.p.mcfadden@exxonmobil.com,USD,
EZchemtech Inc.,EZchemtech Inc.,Company,Commercial,United States,gshwang@ezchemtech.com; account@ezchemtech.com,USD,
Fachhochschule Nordwestschweiz,Fachhochschule Nordwestschweiz,Company,Commercial,United States,francois.vogel@fhnw.ch,USD,
FAU Erlangen-Nürnberg,FAU Erlangen-Nürnberg,Company,Commercial,United States,stephanie.tiedt@fau.de,USD,
Faze Medicines Inc,Faze Medicines Inc,Company,Commercial,United States,finance@fazemed.com,USD,
Fidelta d.o.o.,Fidelta d.o.o.,Company,Commercial,United States,invoice@fidelta.eu,USD,
"Fisher Scientific, Inc.","Fisher Scientific, Inc.",Company,Commercial,United States,apfax@thermofisher.com,USD,
"Five Eleven Pharma, Inc","Five Eleven Pharma, Inc",Company,Commercial,United States,anna.lam@fiveelevenpharma.com,USD,
"FLX Bio, Inc.","FLX Bio, Inc.",Company,Commercial,United States,flxbio@avidbill.com,USD,
FMC Corp,FMC Corp,Company,Commercial,United States,fmcus.ap@fmc.com,USD,
"FOG Pharmaceuticals, Inc.","FOG Pharmaceuticals, Inc.",Company,Commercial,United States,accountspayable@fogpharma.com,USD,
"Foghorn Therapeutics, Inc.","Foghorn Therapeutics, Inc.",Company,Commercial,United States,invoices@foghorntx.com,USD,
Forge Therapeutics - CC,Forge Therapeutics - CC,Company,Commercial,United States,jamie@forgetherapeutics.com,USD,
Forma Therapeutics. Inc.,Forma Therapeutics. Inc.,Company,Commercial,United States,ap@formatherapeutics.com,USD,
"Fox Chase Chemical Diversity Center, Inc","Fox Chase Chemical Diversity Center, Inc",Company,Commercial,United States,fccdc.orders@gmail.com;accounting@artemis-finance.com,USD,
Franklin & Marshall College,Franklin & Marshall College,Company,Commercial,United States,lmertzma@fandm.edu,USD,
Fraunhofer IZI - Außenstelle MWT,Fraunhofer IZI - Außenstelle MWT,Company,Commercial,United States,invoice_immunic_ag@imux.com,USD,
Frontier Medicines Corporation,Frontier Medicines Corporation,Company,Commercial,United States,ap@frontiermeds.com; billing@frontiermeds.com,USD,
Frontier Scientific Services Inc,Frontier Scientific Services Inc,Company,Commercial,United States,accounting@frontierscientific.com,USD,
FUSE THERAPEUTICS,FUSE THERAPEUTICS,Company,Commercial,United States,neilsdhawan@fusetx.com,USD,
Galapagos SASU (RMV),Galapagos SASU (RMV),Company,Commercial,United States,RMV.invoice@glpg.com,USD,
"Gedeon Richter USA, Inc.","Gedeon Richter USA, Inc.",Company,Commercial,United States,forrest@richterusa.com,USD,
Gen1e life sciences,Gen1e life sciences,Company,Commercial,United States,wendy@gen1elifesci.com; info@gen1elifesci.com,USD,
Genentech Inc,Genentech Inc,Company,Commercial,United States,8882139185@onlinecapturecenter.com,USD,
Genesis Therapeutics,Genesis Therapeutics,Company,Commercial,United States,brandon@genesistherapeutics.ai,USD,
Genosco,Genosco,Company,Commercial,United States,wglee@genosco.com,USD,
Georgia State University,Georgia State University,Company,Commercial,United States,rtripathi2@student.gsu.edu,USD,
GFC Industries,GFC Industries,Company,Commercial,United States,Contact@gfc-industries.fr; romain.provost@gfc-industries.fr,USD,
Gladstone Institutes,Gladstone Institutes,Company,Commercial,United States,sidney.oduah@gladstone.ucsf.edu,USD,
GlaxoSmithKline LLC,GlaxoSmithKline LLC,Company,Commercial,United States,yqq66555@gsk.com,USD,
"Global Blood Therapeutics, Inc","Global Blood Therapeutics, Inc",Company,Commercial,United States,accounting@gbt.com,USD,
"GlycoMimetics, Inc.","GlycoMimetics, Inc.",Company,Commercial,United States,accountspayable@glycomimetics.com,USD,
Glyphic Biotechnologies Inc,Glyphic Biotechnologies Inc,Company,Commercial,United States,joshua@glyphic.bio,USD,
Goethe University,Goethe University,Company,Commercial,United States,chemausgabe_N100@chemie.uni-frankfurt.de; Salomon@chemie.uni-frankfurt.de,USD,
"Gossamer Bio, Inc.","Gossamer Bio, Inc.",Company,Commercial,United States,mrowbottom@gossamerbio.com,USD,
Goucher College - Kevin Schultz,Goucher College - Kevin Schultz,Company,Commercial,United States,kevin.schultz@goucher.edu,USD,
Government Scientific Source Inc.,Government Scientific Source Inc.,Company,Commercial,United States,invoicing@govsci.com,USD,
Grasslands Research Centre - CC,Grasslands Research Centre - CC,Company,Commercial,United States,phil.theobald@agresearch.co.nz,USD,
Hanke Aromastoff-Produktions-GmbH,Hanke Aromastoff-Produktions-GmbH,Company,Commercial,United States,o.kaczmarek@silesia.de,USD,
Hansoh Bio,Hansoh Bio,Company,Commercial,United States,order-notifications@zageno.com,USD,
Harvard Medical School- Adrian S,Harvard Medical School- Adrian S,Company,Commercial,United States,adrian_salic@hms.harvard.edu,USD,
Harvard Medical School - S. McCarron,Harvard Medical School - S. McCarron,Company,Commercial,United States,seamus_mccarron@hms.harvard.edu,USD,
Harvard University,Harvard University,Company,Commercial,United States,min_wu@g.harvard.edu,USD,
Heliatek GmbH,Heliatek GmbH,Company,Commercial,United States,Rene.Friedrich@heliatek.com,USD,
Heptares Therapeutics Ltd,Heptares Therapeutics Ltd,Company,Commercial,United States,finance@heptares.com,USD,
Hexagon,Hexagon,Company,Commercial,United States,invoices@hexagonbio.com,USD,
High Point University,High Point University,Company,Commercial,United States,accountspayable@highpoint.edu,USD,
HotSpot Therapeutics,HotSpot Therapeutics,Company,Commercial,United States,ap@hotspotthera.com; pamrute@hotspotthera.com,USD,
Howard Hughes Medical Institute,Howard Hughes Medical Institute,Company,Commercial,United States,ap@hhmi.org,USD,
Humanwell Pharmaceutical US Inc,Humanwell Pharmaceutical US Inc,Company,Commercial,United States,acct@humanwellus.com,USD,
Icahn School of Medicine at Mount Sinai,Icahn School of Medicine at Mount Sinai,Company,Commercial,United States,AccountsPayableSM@mountsinai.org,USD,
"Ichimaru Co., Ltd.","Ichimaru Co., Ltd.",Company,Commercial,United States,matsuda@ichimarutrading.co.jp; Nakatsuji@ichimarutrading.co.jp,USD,
"IDEAYA Biosciences, Inc.","IDEAYA Biosciences, Inc.",Company,Commercial,United States,ap@ideayabio.com,USD,
Idorsia Pharmaceuticals Ltd,Idorsia Pharmaceuticals Ltd,Company,Commercial,United States,idorsia@scan.conextrade.com,USD,
"IFM Management, Inc.","IFM Management, Inc.",Company,Commercial,United States,amy@ifmthera.com,USD,
Illumina Singapore Pte Ltd,Illumina Singapore Pte Ltd,Company,Commercial,United States,accountspayable_APAC@illumina.com,USD,
Imanova Limited (Invicro),Imanova Limited (Invicro),Company,Commercial,United States,finance@invicro.co.uk,USD,
Immunic AG,Immunic AG,Company,Commercial,United States,invoice_immunic_ag@imux.com,USD,
"Inception Science Canada, Inc","Inception Science Canada, Inc",Company,Commercial,United States,invoices@inceptionsci.ca; tsanat@inceptionsci.ca,USD,
"Inception Sciences, Inc.","Inception Sciences, Inc.",Company,Commercial,United States,accounting@inceptionsci.com,USD,
Incyte Corporation,Incyte Corporation,Company,Commercial,United States,IncyteCorporation-invoices@mail.kofaxcloud-us.readsoftonline.com,USD,
Incyte Corporation (E),Incyte Corporation (E),Company,Commercial,United States,incyte-invoice@bscs.basware.com,USD,
Indiana University,Indiana University,Company,Commercial,United States,chemreq@indiana.edu,USD,
Infectious Disease Resrch Institute,Infectious Disease Resrch Institute,Company,Commercial,United States,darren.klemkow@idri.org,USD,
Inimmune Corporation,Inimmune Corporation,Company,Commercial,United States,patrick.fagan@inimmune.com; finance@inimmune.com,USD,
INNOVERDA,INNOVERDA,Company,Commercial,United States,irene.erdelmeier@innoverda.com,USD,
InnoVision,InnoVision,Company,Commercial,United States,info_innovision@naver.com,USD,
Institut Pasteur de Montevideo,Institut Pasteur de Montevideo,Company,Commercial,United States,stizon@pasteur.edu.uy,USD,
Integral BioSciences Pvt. Ltd.,Integral BioSciences Pvt. Ltd.,Company,Commercial,United States,Chhadit.Bouhare@IBS.NET.IN,USD,
"Integral Early Discovery, Inc.","Integral Early Discovery, Inc.",Company,Commercial,United States,apinvoices@integraltx.com,USD,
InvivoGen Europe,InvivoGen Europe,Company,Commercial,United States,f.drocourt@invivogen.fr; invivogen@invivogen.fr,USD,
InvivoGen SAS,InvivoGen SAS,Company,Commercial,United States,invoices.eu@invivogen.com,USD,
IOCB AS CR v v i,IOCB AS CR v v i,Company,Commercial,United States,jana.krobova@uochb.cas.cz,USD,
"Ionis Pharmaceuticals, Inc.","Ionis Pharmaceuticals, Inc.",Company,Commercial,United States,invoices@isisph.coupahost.com,USD,
Iprobelabs Inc,Iprobelabs Inc,Company,Commercial,United States,sales@iprobelabs.com,USD,
IQM - CSIC - Fernando Herranz,IQM - CSIC - Fernando Herranz,Company,Commercial,United States,gerencia.iqm@csic.es,USD,
IRBM Science Park Spa,IRBM Science Park Spa,Company,Commercial,United States,finance@irbm.it,USD,
Iwai North America Inc.,Iwai North America Inc.,Company,Commercial,United States,info@iwai-chem.com,USD,
"J-Star Research, Inc","J-Star Research, Inc",Company,Commercial,United States,ap@jstar-research.com,USD,
"Jade Scientific, Inc.","Jade Scientific, Inc.",Company,Commercial,United States,transactions.788994.868497_msg_1662866.2248584272@transactions.na1.netsuite.com,USD,
Jnana Therapeutics Inc,Jnana Therapeutics Inc,Company,Commercial,United States,ap@jnanatx.com,USD,
JNT,JNT,Company,Commercial,United States,bocki2@naver.com,USD,
Johns Hopkins - F Zulfiqar,Johns Hopkins - F Zulfiqar,Company,Commercial,United States,fzulfiq1@jhmi.edu,USD,
Johns Hopkins Enterprise,Johns Hopkins Enterprise,Company,Commercial,United States,jhu@scanningamerica.com,USD,
Johns Hopkins University- Angela R.,Johns Hopkins University- Angela R.,Company,Commercial,United States,arubin12@jhmi.edu,USD,
Johns Hopkins University- N Dordai,Johns Hopkins University- N Dordai,Company,Commercial,United States,ndordai@jhmi.edu,USD,
Johns Hopkins University - R Smoot,Johns Hopkins University - R Smoot,Company,Commercial,United States,rsmoot1@jhmi.edu,USD,
Jubilant DraxImage Inc,Jubilant DraxImage Inc,Company,Commercial,United States,Kirsten.Frantz@jubl.com; AXCastillo@jubl.com,USD,
"Kala Pharmaceuticals, Inc.","Kala Pharmaceuticals, Inc.",Company,Commercial,United States,AP@kalarx.com,USD,
"Kalexsyn, Inc","Kalexsyn, Inc",Company,Commercial,United States,invoices-usa@dipharma.com,USD,
Kallyope Inc,Kallyope Inc,Company,Commercial,United States,accountspayable@kallyope.com,USD,
KANEKA,KANEKA,Company,Commercial,United States,Yuichi.Iwamoto@kaneka.co.jp,USD,
Karlsruhe Institute of Technology,Karlsruhe Institute of Technology,Company,Commercial,United States,xrechnung@fima.kit.edu,USD,
Kasetsart University,Kasetsart University,Company,Commercial,United States,fscinwc@ku.ac.th,USD,
"KemPharm, Inc","KemPharm, Inc",Company,Commercial,United States,accounting@kempharm.com,USD,
"KemPharm, Inc - Virginia","KemPharm, Inc - Virginia",Company,Commercial,United States,accounting@kempharm.com,USD,
Kent State University,Kent State University,Company,Commercial,United States,yzheng7@kent.edu,USD,
King's College - Karen Vavrek,King's College - Karen Vavrek,Company,Commercial,United States,karenvavrek@kings.edu,USD,
"Kingchem Laboratories, Inc","Kingchem Laboratories, Inc",Company,Commercial,United States,A.Baumwagner@kingchem.com,USD,
"Kintai Therapeutics, Inc.","Kintai Therapeutics, Inc.",Company,Commercial,United States,apinvoices@kintaitx.com,USD,
"Kokusan Chemical Co., Ltd.","Kokusan Chemical Co., Ltd.",Company,Commercial,United States,k.hosaka@kokusan-chem.co.jp; siire@kokusan-chem.co.jp,USD,
Konradi Molecular,Konradi Molecular,Company,Commercial,United States,andrei@konradimolecular.com,USD,
KOR Life Sciences,KOR Life Sciences,Company,Commercial,United States,invoicing@vikorscientific.com,USD,
Kumquat Biosciences Inc.,Kumquat Biosciences Inc.,Company,Commercial,United States,ap@kumquatbio.com,USD,
"Kymera Therapeutics, Inc.","Kymera Therapeutics, Inc.",Company,Commercial,United States,ap@kymeratx.com,USD,
Lafayette College- Deborah B.,Lafayette College- Deborah B.,Company,Commercial,United States,fanx@lafayette.edu; bastined@lafayette.edu,USD,
"Larkspur Biosciences, Inc","Larkspur Biosciences, Inc",Company,Commercial,United States,ap@larkspur.bio,USD,
Latvian Inst of Organic Synthesis,Latvian Inst of Organic Synthesis,Company,Commercial,United States,arturs@osi.lv; sinta@osi.lv,USD,
Lawrence Berkeley Lab,Lawrence Berkeley Lab,Company,Commercial,United States,christinaly@lbl.gov,USD,
Laxai Life Sciences Private Limited,Laxai Life Sciences Private Limited,Company,Commercial,United States,ashwant.yerubandi@laxai.com; krishna.gankidi@laxai.com,USD,
Lead Discovery Center,Lead Discovery Center,Company,Commercial,United States,einkauf@lead-discovery.de,USD,
Lead Pharma,Lead Pharma,Company,Commercial,United States,Jaap.lemmers@leadpharma.com,USD,
Leading Biology Inc.,Leading Biology Inc.,Company,Commercial,United States,supply@leadingbiology.com,USD,
